環境	0.013
座位	0.008
店	0.008
內	0.007
裝潢	0.007
寬敞	0.007
舒適	0.006
明亮	0.006
空間	0.006
氣氛	0.004
一樓	0.003
用餐	0.003
吧台	0.002
設計	0.002
店面	0.002
乾淨	0.002
擁擠	0.002
燈光	0.002
風	0.002
桌子	0.002
風格	0.002
木頭	0.002
舒服	0.002
容納	0.001
光線	0.001
用餐區	0.001
寬廣	0.001
開放式	0.001
整潔	0.001
區域	0.001
室內	0.001
方桌	0.001
顯眼	0.001
地下室	0.001
日式	0.001
窗	0.001
頗為	0.001
舒適度	0.001
門面	0.001
右側	0.001
隔間	0.001
優雅	0.001
玻璃	0.001
大紅色	0.001
窗框	0.001
外牆	0.001
透光	0.001
抱枕	0.001
典雅	0.001
設施	0.001
換氣	0.001
設置	0.001
夜店	0.001
長型	0.001
位子	0.001
非常	0.001
包廂	0.001
吵雜	0.001
低調	0.001
燈	0.001
溫馨	0.001
座椅	0.001
木質	0.001
兒童	0.001
色調	0.001
輕鬆	0.001
桌椅	0.001
鄉村	0.001
座位區	0.001
區	0.001
巧思	0.001
擺	0.001
二樓	0.001
沙發	0.001
牆	0.001
擺設	0.001
簡約	0.001
工業	0.001
色系	0.001
狹窄	0.001
簡潔	0.001
走	0.001
吵	0.001
青	0.001
溫馨感	0.001
播放	0.001
桌面	0.001
搶眼	0.001
昏暗	0.001
沙拉吧	0.001
落地窗	0.001
廚房	0.001
桌	0.001
相當	0.001
很多	0.001
門口	0.001
流行	0.001
華麗	0.001
時尚	0.001
涼爽	0.001
式	0.000
外	0.000
招牌	0.000
情調	0.000
高腳椅	0.000
近乎	0.000
風尚	0.000
洗手間	0.000
庭園	0.000
長形	0.000
疏落	0.000
畫作	0.000
窗戶	0.000
營造出	0.000
服裝	0.000
過期	0.000
清靜	0.000
文化感	0.000
沉穩	0.000
鵝	0.000
故事書	0.000
外觀	0.000
蘭	0.000
宮廷	0.000
金屬	0.000
坐起來	0.000
讚嘆	0.000
高腳	0.000
鎢絲燈	0.000
偏黃	0.000
孔	0.000
神秘感	0.000
裡外	0.000
轉貼	0.000
凌亂	0.000
破舊	0.000
木質系	0.000
藝術	0.000
空調	0.000
藤編椅	0.000
煙味	0.000
反光	0.000
留給	0.000
復古感	0.000
含蓄	0.000
眷村	0.000
餐桌椅	0.000
分室	0.000
運用	0.000
鳥居	0.000
樓梯間	0.000
